Continente y país de destino;Continente y país de destino;Continente y país de destino;Continente y país de destino;Concepto turístico;Periodo;Total
Total;África;Sudáfrica;;Turistas;2022M11;564
Total;África;Sudáfrica;;Turistas;2022M10;494
Total;África;Sudáfrica;;Turistas;2022M09;606
Total;África;Sudáfrica;;Turistas;2022M08;865
Total;África;Sudáfrica;;Turistas;2022M07;614
Total;África;Sudáfrica;;Turistas;2022M06;394
Total;África;Sudáfrica;;Turistas;2022M05;430
Total;África;Sudáfrica;;Turistas;2022M04;411
Total;África;Sudáfrica;;Turistas;2022M03;456
Total;África;Sudáfrica;;Turistas;2022M02;292
Total;África;Sudáfrica;;Turistas;2022M01;195
Total;África;Sudáfrica;;Turistas;2021M12;238
Total;África;Sudáfrica;;Turistas;2021M11;486
Total;África;Sudáfrica;;Turistas;2021M10;279
Total;África;Sudáfrica;;Turistas;2021M09;236
Total;África;Sudáfrica;;Turistas;2021M08;252
Total;África;Sudáfrica;;Turistas;2021M07;187
Total;África;Sudáfrica;;Turistas;2021M06;178
Total;África;Sudáfrica;;Turistas;2021M05;115
Total;África;Sudáfrica;;Turistas;2021M04;140
Total;África;Sudáfrica;;Turistas;2021M03;94
Total;África;Sudáfrica;;Turistas;2021M02;60
Total;África;Sudáfrica;;Turistas;2021M01;194
Total;África;Sudáfrica;;Turistas;2020M12;305
Total;África;Sudáfrica;;Turistas;2020M11;116
Total;África;Sudáfrica;;Turistas;2020M10;126
Total;África;Sudáfrica;;Turistas;2020M09;.
Total;África;Sudáfrica;;Turistas;2020M08;.
Total;África;Sudáfrica;;Turistas;2020M07;.
Total;África;Sudáfrica;;Turistas;2020M06;.
Total;África;Sudáfrica;;Turistas;2020M05;.
Total;África;Sudáfrica;;Turistas;2020M04;50
Total;África;Sudáfrica;;Turistas;2020M03;539
Total;África;Sudáfrica;;Turistas;2020M02;904
Total;África;Sudáfrica;;Turistas;2020M01;1.006
Total;África;Sudáfrica;;Turistas;2019M12;942
Total;África;Sudáfrica;;Turistas;2019M11;1.240
Total;África;Sudáfrica;;Turistas;2019M10;1.150
Total;África;Sudáfrica;;Turistas;2019M09;1.029
Total;África;Sudáfrica;;Turistas;2019M08;1.662
Total;África;Sudáfrica;;Turistas;2019M07;997
Total;África;Sudáfrica;;Pernoctaciones;2023M04;5.255
Total;África;Sudáfrica;;Pernoctaciones;2023M03;6.621
Total;África;Sudáfrica;;Pernoctaciones;2023M02;5.675
Total;África;Sudáfrica;;Pernoctaciones;2023M01;6.970
Total;África;Sudáfrica;;Pernoctaciones;2022M12;4.828
Total;África;Sudáfrica;;Pernoctaciones;2022M11;6.037
Total;África;Sudáfrica;;Pernoctaciones;2022M10;5.336
Total;África;Sudáfrica;;Pernoctaciones;2022M09;7.806
Total;África;Sudáfrica;;Pernoctaciones;2022M08;10.284
Total;África;Sudáfrica;;Pernoctaciones;2022M07;7.043
Total;África;Sudáfrica;;Pernoctaciones;2022M06;4.091
Total;África;Sudáfrica;;Pernoctaciones;2022M05;4.993
Total;África;Sudáfrica;;Pernoctaciones;2022M04;6.465
Total;África;Sudáfrica;;Pernoctaciones;2022M03;4.520
Total;África;Sudáfrica;;Pernoctaciones;2022M02;3.357
Total;África;Sudáfrica;;Pernoctaciones;2022M01;3.630
Total;África;Sudáfrica;;Pernoctaciones;2021M12;2.844
Total;África;Sudáfrica;;Pernoctaciones;2021M11;4.955
Total;África;Sudáfrica;;Pernoctaciones;2021M10;3.615
Total;África;Sudáfrica;;Pernoctaciones;2021M09;2.217
Total;África;Sudáfrica;;Pernoctaciones;2021M08;2.611
Total;África;Sudáfrica;;Pernoctaciones;2021M07;2.524
Total;África;Sudáfrica;;Pernoctaciones;2021M06;2.228
Total;África;Sudáfrica;;Pernoctaciones;2021M05;1.153
Total;África;Sudáfrica;;Pernoctaciones;2021M04;1.832
Total;África;Sudáfrica;;Pernoctaciones;2021M03;1.464
Total;África;Sudáfrica;;Pernoctaciones;2021M02;1.159
Total;África;Sudáfrica;;Pernoctaciones;2021M01;2.957
Total;África;Sudáfrica;;Pernoctaciones;2020M12;4.927
Total;África;Sudáfrica;;Pernoctaciones;2020M11;991
Total;África;Sudáfrica;;Pernoctaciones;2020M10;1.047
Total;África;Sudáfrica;;Pernoctaciones;2020M09;.
Total;África;Sudáfrica;;Pernoctaciones;2020M08;.
Total;África;Sudáfrica;;Pernoctaciones;2020M07;.
Total;África;Sudáfrica;;Pernoctaciones;2020M06;.
Total;África;Sudáfrica;;Pernoctaciones;2020M05;.
Total;África;Sudáfrica;;Pernoctaciones;2020M04;321
Total;África;Sudáfrica;;Pernoctaciones;2020M03;5.845
Total;África;Sudáfrica;;Pernoctaciones;2020M02;10.018
Total;África;Sudáfrica;;Pernoctaciones;2020M01;11.648
Total;África;Sudáfrica;;Pernoctaciones;2019M12;10.464
Total;África;Sudáfrica;;Pernoctaciones;2019M11;12.968
Total;África;Sudáfrica;;Pernoctaciones;2019M10;12.949
Total;África;Sudáfrica;;Pernoctaciones;2019M09;11.641
Total;África;Sudáfrica;;Pernoctaciones;2019M08;19.785
Total;África;Sudáfrica;;Pernoctaciones;2019M07;9.743
Total;África;Sudáfrica;;Duración media de los viajes;2023M04;12,2
Total;África;Sudáfrica;;Duración media de los viajes;2023M03;11,3
Total;África;Sudáfrica;;Duración media de los viajes;2023M02;10,8
Total;África;Sudáfrica;;Duración media de los viajes;2023M01;13,5
Total;África;Sudáfrica;;Duración media de los viajes;2022M12;10
Total;África;Sudáfrica;;Duración media de los viajes;2022M11;10,7
Total;África;Sudáfrica;;Duración media de los viajes;2022M10;10,8
Total;África;Sudáfrica;;Duración media de los viajes;2022M09;12,9
Total;África;Sudáfrica;;Duración media de los viajes;2022M08;11,9
Total;África;Sudáfrica;;Duración media de los viajes;2022M07;11,5
Total;África;Sudáfrica;;Duración media de los viajes;2022M06;10,4
Total;África;Sudáfrica;;Duración media de los viajes;2022M05;11,6
Total;África;Sudáfrica;;Duración media de los viajes;2022M04;15,7
Total;África;Sudáfrica;;Duración media de los viajes;2022M03;9,9
Total;África;Sudáfrica;;Duración media de los viajes;2022M02;11,5
Total;África;Sudáfrica;;Duración media de los viajes;2022M01;18,6
Total;África;Sudáfrica;;Duración media de los viajes;2021M12;11,9
Total;África;Sudáfrica;;Duración media de los viajes;2021M11;10,2
Total;África;Sudáfrica;;Duración media de los viajes;2021M10;13
Total;África;Sudáfrica;;Duración media de los viajes;2021M09;9,4
Total;África;Sudáfrica;;Duración media de los viajes;2021M08;10,4
Total;África;Sudáfrica;;Duración media de los viajes;2021M07;13,5
Total;África;Sudáfrica;;Duración media de los viajes;2021M06;12,5
Total;África;Sudáfrica;;Duración media de los viajes;2021M05;10
Total;África;Sudáfrica;;Duración media de los viajes;2021M04;13,1
Total;África;Sudáfrica;;Duración media de los viajes;2021M03;15,6
Total;África;Sudáfrica;;Duración media de los viajes;2021M02;19,3
Total;África;Sudáfrica;;Duración media de los viajes;2021M01;15,2
Total;África;Sudáfrica;;Duración media de los viajes;2020M12;16,2
Total;África;Sudáfrica;;Duración media de los viajes;2020M11;8,5
Total;África;Sudáfrica;;Duración media de los viajes;2020M10;8,3
Total;África;Sudáfrica;;Duración media de los viajes;2020M09;.
Total;África;Sudáfrica;;Duración media de los viajes;2020M08;.
Total;África;Sudáfrica;;Duración media de los viajes;2020M07;.
Total;África;Sudáfrica;;Duración media de los viajes;2020M06;.
Total;África;Sudáfrica;;Duración media de los viajes;2020M05;.
Total;África;Sudáfrica;;Duración media de los viajes;2020M04;6,4
Total;África;Sudáfrica;;Duración media de los viajes;2020M03;10,8
Total;África;Sudáfrica;;Duración media de los viajes;2020M02;11,1
Total;África;Sudáfrica;;Duración media de los viajes;2020M01;11,6
Total;África;Sudáfrica;;Duración media de los viajes;2019M12;11,1
Total;África;Sudáfrica;;Duración media de los viajes;2019M11;10,5
Total;África;Sudáfrica;;Duración media de los viajes;2019M10;11,3
Total;África;Sudáfrica;;Duración media de los viajes;2019M09;11,3
Total;África;Sudáfrica;;Duración media de los viajes;2019M08;11,9
Total;África;Sudáfrica;;Duración media de los viajes;2019M07;9,8
Total;África;Sudán;;Turistas;2023M04;.
Total;África;Sudán;;Turistas;2023M03;.
Total;África;Sudán;;Turistas;2023M02;.
Total;África;Sudán;;Turistas;2023M01;.
Total;África;Sudán;;Turistas;2022M12;.
Total;África;Sudán;;Turistas;2022M11;.
Total;África;Sudán;;Turistas;2022M10;.
Total;África;Sudán;;Turistas;2022M09;.
Total;África;Sudán;;Turistas;2022M08;.
Total;África;Sudán;;Turistas;2022M07;.
Total;África;Sudán;;Turistas;2022M06;.
Total;África;Sudán;;Turistas;2022M05;.
Total;África;Sudán;;Turistas;2022M04;.
Total;África;Sudán;;Turistas;2022M03;.
Total;África;Sudán;;Turistas;2022M02;.
Total;África;Sudán;;Turistas;2022M01;.
Total;África;Sudán;;Turistas;2021M12;.
Total;África;Sudán;;Turistas;2021M11;.
Total;África;Sudán;;Turistas;2021M10;.
Total;África;Sudán;;Turistas;2021M09;.
Total;África;Sudán;;Turistas;2021M08;.
Total;África;Sudán;;Turistas;2021M07;.
Total;África;Sudán;;Turistas;2021M06;.
Total;África;Sudán;;Turistas;2021M05;.
Total;África;Sudán;;Turistas;2021M04;.
Total;África;Sudán;;Turistas;2021M03;.
Total;África;Sudán;;Turistas;2021M02;.
Total;África;Sudán;;Turistas;2021M01;.
Total;África;Sudán;;Turistas;2020M12;.
Total;África;Sudán;;Turistas;2020M11;.
Total;África;Sudán;;Turistas;2020M10;.
Total;África;Sudán;;Turistas;2020M09;.
Total;África;Sudán;;Turistas;2020M08;.
Total;África;Sudán;;Turistas;2020M07;.
Total;África;Sudán;;Turistas;2020M06;.
Total;África;Sudán;;Turistas;2020M05;.
Total;África;Sudán;;Turistas;2020M04;.
Total;África;Sudán;;Turistas;2020M03;.
Total;África;Sudán;;Turistas;2020M02;.
Total;África;Sudán;;Turistas;2020M01;.
Total;África;Sudán;;Turistas;2019M12;.
Total;África;Sudán;;Turistas;2019M11;.
Total;África;Sudán;;Turistas;2019M10;.
Total;África;Sudán;;Turistas;2019M09;.
Total;África;Sudán;;Turistas;2019M08;.
Total;África;Sudán;;Turistas;2019M07;.
Total;África;Sudán;;Pernoctaciones;2023M04;.
Total;África;Sudán;;Pernoctaciones;2023M03;.
Total;África;Sudán;;Pernoctaciones;2023M02;.
Total;África;Sudán;;Pernoctaciones;2023M01;.
Total;África;Sudán;;Pernoctaciones;2022M12;.
Total;África;Sudán;;Pernoctaciones;2022M11;.
Total;África;Sudán;;Pernoctaciones;2022M10;.
Total;África;Sudán;;Pernoctaciones;2022M09;.
Total;África;Sudán;;Pernoctaciones;2022M08;.
Total;África;Sudán;;Pernoctaciones;2022M07;.
Total;África;Sudán;;Pernoctaciones;2022M06;.
Total;África;Sudán;;Pernoctaciones;2022M05;.
Total;África;Sudán;;Pernoctaciones;2022M04;.
Total;África;Sudán;;Pernoctaciones;2022M03;.
Total;África;Sudán;;Pernoctaciones;2022M02;.
Total;África;Sudán;;Pernoctaciones;2022M01;.
Total;África;Sudán;;Pernoctaciones;2021M12;.
Total;África;Sudán;;Pernoctaciones;2021M11;.
Total;África;Sudán;;Pernoctaciones;2021M10;.
Total;África;Sudán;;Pernoctaciones;2021M09;.
Total;África;Sudán;;Pernoctaciones;2021M08;.
Total;África;Sudán;;Pernoctaciones;2021M07;.
Total;África;Sudán;;Pernoctaciones;2021M06;.
Total;África;Sudán;;Pernoctaciones;2021M05;.
Total;África;Sudán;;Pernoctaciones;2021M04;.
Total;África;Sudán;;Pernoctaciones;2021M03;.
Total;África;Sudán;;Pernoctaciones;2021M02;.
Total;África;Sudán;;Pernoctaciones;2021M01;.
Total;África;Sudán;;Pernoctaciones;2020M12;.
Total;África;Sudán;;Pernoctaciones;2020M11;.
Total;África;Sudán;;Pernoctaciones;2020M10;.
Total;África;Sudán;;Pernoctaciones;2020M09;.
Total;África;Sudán;;Pernoctaciones;2020M08;.
Total;África;Sudán;;Pernoctaciones;2020M07;.
Total;África;Sudán;;Pernoctaciones;2020M06;.
Total;África;Sudán;;Pernoctaciones;2020M05;.
Total;África;Sudán;;Pernoctaciones;2020M04;.
Total;África;Sudán;;Pernoctaciones;2020M03;.
Total;África;Sudán;;Pernoctaciones;2020M02;.
Total;África;Sudán;;Pernoctaciones;2020M01;.
Total;África;Sudán;;Pernoctaciones;2019M12;.
Total;África;Sudán;;Pernoctaciones;2019M11;.
Total;África;Sudán;;Pernoctaciones;2019M10;.
Total;África;Sudán;;Pernoctaciones;2019M09;.
Total;África;Sudán;;Pernoctaciones;2019M08;.
Total;África;Sudán;;Pernoctaciones;2019M07;.
Total;África;Sudán;;Duración media de los viajes;2023M04;.
Total;África;Sudán;;Duración media de los viajes;2023M03;.
Total;África;Sudán;;Duración media de los viajes;2023M02;.
Total;África;Sudán;;Duración media de los viajes;2023M01;.
Total;África;Sudán;;Duración media de los viajes;2022M12;.
Total;África;Sudán;;Duración media de los viajes;2022M11;.
Total;África;Sudán;;Duración media de los viajes;2022M10;.
Total;África;Sudán;;Duración media de los viajes;2022M09;.
Total;África;Sudán;;Duración media de los viajes;2022M08;.
Total;África;Sudán;;Duración media de los viajes;2022M07;.
Total;África;Sudán;;Duración media de los viajes;2022M06;.
Total;África;Sudán;;Duración media de los viajes;2022M05;.
Total;África;Sudán;;Duración media de los viajes;2022M04;.
Total;África;Sudán;;Duración media de los viajes;2022M03;.
Total;África;Sudán;;Duración media de los viajes;2022M02;.
Total;África;Sudán;;Duración media de los viajes;2022M01;.
Total;África;Sudán;;Duración media de los viajes;2021M12;.
Total;África;Sudán;;Duración media de los viajes;2021M11;.
Total;África;Sudán;;Duración media de los viajes;2021M10;.
Total;África;Sudán;;Duración media de los viajes;2021M09;.
Total;África;Sudán;;Duración media de los viajes;2021M08;.
Total;África;Sudán;;Duración media de los viajes;2021M07;.
Total;África;Sudán;;Duración media de los viajes;2021M06;.
Total;África;Sudán;;Duración media de los viajes;2021M05;.
Total;África;Sudán;;Duración media de los viajes;2021M04;.
Total;África;Sudán;;Duración media de los viajes;2021M03;.
Total;África;Sudán;;Duración media de los viajes;2021M02;.
Total;África;Sudán;;Duración media de los viajes;2021M01;.
Total;África;Sudán;;Duración media de los viajes;2020M12;.
Total;África;Sudán;;Duración media de los viajes;2020M11;.
Total;África;Sudán;;Duración media de los viajes;2020M10;.
Total;África;Sudán;;Duración media de los viajes;2020M09;.
Total;África;Sudán;;Duración media de los viajes;2020M08;.
Total;África;Sudán;;Duración media de los viajes;2020M07;.
Total;África;Sudán;;Duración media de los viajes;2020M06;.
Total;África;Sudán;;Duración media de los viajes;2020M05;.
Total;África;Sudán;;Duración media de los viajes;2020M04;.
Total;África;Sudán;;Duración media de los viajes;2020M03;.
Total;África;Sudán;;Duración media de los viajes;2020M02;.
Total;África;Sudán;;Duración media de los viajes;2020M01;.
Total;África;Sudán;;Duración media de los viajes;2019M12;.
Total;África;Sudán;;Duración media de los viajes;2019M11;.
Total;África;Sudán;;Duración media de los viajes;2019M10;.
Total;África;Sudán;;Duración media de los viajes;2019M09;.
Total;África;Sudán;;Duración media de los viajes;2019M08;.
Total;África;Sudán;;Duración media de los viajes;2019M07;.
Total;África;Sudán del Sur;;Turistas;2023M04;.
Total;África;Sudán del Sur;;Turistas;2023M03;.
Total;África;Sudán del Sur;;Turistas;2023M02;.
Total;África;Sudán del Sur;;Turistas;2023M01;.
Total;África;Sudán del Sur;;Turistas;2022M12;.
Total;África;Sudán del Sur;;Turistas;2022M11;.
Total;África;Sudán del Sur;;Turistas;2022M10;.
Total;África;Sudán del Sur;;Turistas;2022M09;.
Total;África;Sudán del Sur;;Turistas;2022M08;.
Total;África;Sudán del Sur;;Turistas;2022M07;.
Total;África;Sudán del Sur;;Turistas;2022M06;.
Total;África;Sudán del Sur;;Turistas;2022M05;.
Total;África;Sudán del Sur;;Turistas;2022M04;.
Total;África;Sudán del Sur;;Turistas;2022M03;.
Total;África;Sudán del Sur;;Turistas;2022M02;.
Total;África;Sudán del Sur;;Turistas;2022M01;.
Total;África;Sudán del Sur;;Turistas;2021M12;.
Total;África;Sudán del Sur;;Turistas;2021M11;.
Total;África;Sudán del Sur;;Turistas;2021M10;.
Total;África;Sudán del Sur;;Turistas;2021M09;.
Total;África;Sudán del Sur;;Turistas;2021M08;.
Total;África;Sudán del Sur;;Turistas;2021M07;.
Total;África;Sudán del Sur;;Turistas;2021M06;.
Total;África;Sudán del Sur;;Turistas;2021M05;.
Total;África;Sudán del Sur;;Turistas;2021M04;.
Total;África;Sudán del Sur;;Turistas;2021M03;.
Total;África;Sudán del Sur;;Turistas;2021M02;.
Total;África;Sudán del Sur;;Turistas;2021M01;.
Total;África;Sudán del Sur;;Turistas;2020M12;.
Total;África;Sudán del Sur;;Turistas;2020M11;.
Total;África;Sudán del Sur;;Turistas;2020M10;.
Total;África;Sudán del Sur;;Turistas;2020M09;.
Total;África;Sudán del Sur;;Turistas;2020M08;.
Total;África;Sudán del Sur;;Turistas;2020M07;.
Total;África;Sudán del Sur;;Turistas;2020M06;.
Total;África;Sudán del Sur;;Turistas;2020M05;.
Total;África;Sudán del Sur;;Turistas;2020M04;.
Total;África;Sudán del Sur;;Turistas;2020M03;.
Total;África;Sudán del Sur;;Turistas;2020M02;.
Total;África;Sudán del Sur;;Turistas;2020M01;.
Total;África;Sudán del Sur;;Turistas;2019M12;.
Total;África;Sudán del Sur;;Turistas;2019M11;.
Total;África;Sudán del Sur;;Turistas;2019M10;.
Total;África;Sudán del Sur;;Turistas;2019M09;.
Total;África;Sudán del Sur;;Turistas;2019M08;.
